Material,JOB_TYPE,BOARD_TYPE,METAL_CORE_TYPE,HATS_COUPON_TYPE,FAI_TYPE,FINISH_CS,SEL_PLT_CS,NEED_MICROWAVE,EXIST_VCUT,CUST_THK_MEASURE_METOD,SERIAL_NUM,CAM_LAYUP,FINISH_PS,SEL_PLT_PS,EXIST_CU_SPOT,EXIST_CU_FILL,EXIST_SILVER_PRINT,EXIST_LASER,EXIST_SUB,EXIST_IMPEDANCE,EXIST_CU_PASTE,CIRCUIT_TYPE,SAP_HS,SAP_FAMILY_GROUP,PLATED_COUNTERSINK,ETCHBACK,SUPPLY_IN_PCBS_PANEL,EXIST_DR2,SURFACE_CONTAMINATION,COCOON_DEPT_ROUT,VGROOVE_METHOD,PHASE_METHOD,STRAIN_RELIEF,ROUTING_PHASE,PEELABLE,SPEC,COPPER_TYPE_TOP,COPPER_TYPE_BOT,SPOT_TYPE,PASTE_APPLY,SILK,PASTE_TYPE,FAMILY_GROUP,CU_SPOT_SIDE,ETCH_PROTECT_CS,ETCH_PROTECT_PS,COCOON_TYPE,THICKNESS_CALC_METHOD,CUSTOMER,CUSTOMER_REV,ME_DATA_TO_C_FLSTOCKRECEIPT,ME_MTR_GROUP,ME_DATA_TO_C_ASSEMBLY,ME_DATA_TO_C_REMOVAL,PROC_CODE,SM_SIDE,SS_SIDE,CROSS_SEC_NUM,SUPPLY_IN_ARRAY,HS_VENDOR,END_USE_MATERIAL,WRAP_REQUIRMENT,GROUP_B,ALLOW_REJECTS_IN_ARRAY,IMAGE_ENG,CUSTOMER_ITEM,END_CUSTOMER,LEADING_MATERIAL,SM_COLOR_CS,SM_COLOR_PS,SS_COLOR_CS,SS_COLOR_PS,BURIED_RESISTOR_EXIST,BURIED_CAPACITOR_EXIST,CAVITY_EXIST,JOB_NON_STOCK_MATERIAL,AIR_CAVITY,JOB_LASER_TYPE,CARBON
M2P833A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,-,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,50-1166-002,12146,M2P833A-A,,,,,,,,,,,
M2P834A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,-,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,50-1166-003,12146,M2P834A-A,,,,,,,,,,,
M2P835A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10012,,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,MMA33222702A,,M2P835A-A,,,,,,,,,,,
M2P836A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10012,,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,MMA33222703A,,M2P836A-A,,,,,,,,,,,
M2P837A-A,STANDARD,MILITARY,NONE,NONE,NONE,NONE,SA_HG,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10012,,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,MARINAN,MMA33222701A,,M2P837A-A,,,,,,,,,,,
M2P838A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10012,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,MARINAN,MMA3322271001A,,M2P838A-A,,,,,,,,,,,
M2P839A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10762,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,SASHAS,WSP1-1630-01,10762,M2P839A-A,,,,,,,,,,,
M2P840A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10758,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,PWB00232-01,10758,M2P840A-A,,,,,,,,,,,
M2P841A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12052,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,SHLOMON,PCB 17-52,12052,M2P841A-A,,,,,,,,,,,
M2P842A-A,STANDARD,MILITARY,NONE,NONE,NONE,ENEPIG,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,ENEPIG,NONE,NO,NO,NO,YES,NO,NO,YES,RIGID,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,NONE,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10160,,NONE,IPC 6012 CLASS3,NONE,NONE,ABST,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,SASHAS,CMOS-TDI,,M2P842A-A,,,,,,,,,,,
M2P842B-A,STANDARD,MILITARY,NONE,NONE,NONE,ENEPIG,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,ENEPIG,NONE,NO,NO,NO,YES,NO,NO,YES,RIGID,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,NONE,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10160,,NONE,IPC 6012 CLASS3,NONE,NONE,ABST,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,ALEXK,CMOS-TDI,,M2P842B-A,,,,,,,,,,,
M2P843A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10072,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,7100-91000F,10072,M2P843A-A,,,,,,,,,,,
M2P843B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10072,REV.B,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NO,SASHAS,7100-91000F,10072,M2P843B-A,,,,,,,,,,,
M2P844A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,YES,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,MIXED,MIXED,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,ALEXK,PC-11954A,10143,M2P844A-A,,,,,,,,,,,
M2P844B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,YES,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,YES,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6018 CLASS3,MIXED,MIXED,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,ALEXK,PC-11954B,10143,M2P844B-A,,,,,,,,,,,
M2P845A-A,,MILITARY,,,,CHM_SILV,,,,,,,CHM_SILV,,,,,YES,,YES,YES,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,YES,,,,,,,,,,,,,,,,,,,,
M2P845B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 MICRO SECTION,CHM_SILV,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_SILV,NONE,NO,NO,NO,YES,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,YES,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SPRINT,LASER-THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10543,D,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,SASHAS,CU2G0101A,10208,M2P845B-A,,,,,,,,,,,
M2P846A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_TIN,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_TIN,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11120,3,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,106222016,11120,M2P846A-A,,,,,,,,,,,
M2P847A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11869,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,H11201A,,M2P847A-A,,,,,,,,,,,
M2P847B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10543,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,YES,NONE,NO,NONE,NO,NA,OLEGF,H11201A RB/I2,,M2P847A-A,,,,,,,,,,,
M2P848A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11869,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,G69931A,11869,M2P848A-A,,,,,,,,,,,
M2P849A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11483,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,S170305,11483,M2P849A-A,,,,,,,,,,,
M2P850A-A,STANDARD,MILITARY,NONE,NONE,PER AS9102 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,YES,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10543,A/I1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,SASHAS,TH1M7301C,10208,M2P850A-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M2Q001A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10072,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,ALEXK,7100-99000F,,M2Q001A-A,,,,,,,,,,,
M2Q002A-A,STANDARD,MILITARY,NONE,INTERNAL,PER AS9102 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,YES,NO,RIGID,NO,POLYAMID,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,OLEGF,1021M732-002A,,M2Q002A-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M2Q003A-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,OLEGF,4003M096-001B,,M2Q003A-A,,,,,,,,,,,
M2Q004A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10164,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,HERZELE,120PF 0386,,M2Q004A-A,,,,,,,,,,,
M2Q004B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON ACCESSORY,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10164,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS-PS,NONE,NO,NONE,NO,NONE,NO,NA,HERZELE,120PF 0386,,M2Q004B-A,,,,,,,,,,,
M2Q005A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10164,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,HERZELE,3NF 00385,,M2Q005A-A,,,,,,,,,,,
M2Q006A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,-,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,M1464B01,12146,M2Q006A-A,,,,,,,,,,,
M2Q007A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,-,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,M4164B02,12146,M2Q007A-A,,,,,,,,,,,
M2Q008A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10315,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,P5699,,M2Q008A-A,,,,,,,,,,,
M2Q008B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10315,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,NONE,NO,NONE,NO,NONE,NO,NA,ALEXK,P5699V1,,M2Q008B-A,,,,,,,,,,,
M2Q009A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10316,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,OLEGF,S8100-3170-500,10316,M2Q009A-A,,,,,,,,,,,
M2Q010A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,NONE,NONE,NO,NO,OVER PLATED COPPER,NO,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,CERAMIC,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,CERAMIC,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10470,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,HERZELE,1099H644-001,,M2Q010A-A,,,,,,,,,,,
M2Q011A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,ALEXK,PC-12144A,10143,M2Q011A-A,,,,,,,,,,,
M2Q012A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12129,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,23700008221,10303,M2Q012A-A,,,,,,,,,,,
